,entry,links,listbegin,listend,maxpage,title
50,vol tuşu tellere çok yakın olduğu içinpalm muterifflerinde gitarın sesini istemsizce kapatabileceğiniz seridir.trash metaliçin tonları gayet başarılıdır.,https://eksisozluk.com/esp-destroyer-serisi-elektro-gitar--6002097,10.04.2019,10.04.2019,1,esp destroyer serisi elektro
51,"ibanez ve schecter firmasının 2014 yılında üretmeye başladıkları gitar modeli. benim kanaatime göre 6 telli bir gitar ile 7 telli bir gitarın çalma pratiği ve scale açısından çok bir farkları yoktur. ama 8 telli gitar ile ilgilenen birisi var ise direk 9 telli gitar alsa daha iyi eder, belki gitarın hakkını vermek için çok uğraşır ama uğraştığına değer. evet.http://www.ibanez.co.jp/…ing/rg_series.html#9stringhttp://www.schecterguitars.com/…llraiser-c-9-detail (bkz:g string guitar) satriani'nin mutlaka çalması gereken gitardır. muhtemelen de şaha kaldıracaktır.(bkz:yine de şahlanıyor)https://www.youtube.com/watch?v=-9agxhuzcbshttps://www.youtube.com/watch?v=tkhtxijiwsi (bkz:wesley belmont) (bkz:bokunu çıkarmak)bu hızla giderse ölmeden13 telli elektro gitarı görebiliriz, resmen şahane. telini bulamazsın onun.benim için gereksiz bir gitar zaten akorları bile eksiltmeli çalıyorum mk. standart akordu c# standard olan enstrüman. (c#-f#-b-e-a-d-g-b-e)",https://eksisozluk.com/9-telli-elektro-gitar--4614381,28.11.2014,10.04.2019,1,9 telli elektro gitar
52,dünyaca ünlü fender gitarlarının mucidi leo fender’in gitar çalmayı bilmemesi...şaşırtmıştır.(bkz:terzi kendi söküğünü dikemezmiş)not: kendisi 1991 yılında vefat etmiştir. ruhu şâd olsun. çok dürüst adamdı rahmetli. gitara para verir alırdı.,https://eksisozluk.com/leo-fenderin-gitar-calmayi-bilmemesi--5987995,31.03.2019,31.03.2019,1,leo fender'in gitar çalmayı bilmemesi
53,"""şimdi her şeyin böyle ulaşılabilir olması çok güzel. eskiden gitar yoktu, şimdi her bütçeye göre gitar var. ""adam akp sayesinde ülkede bir sürü gitar oldu gibi bi şey dememiş ki gayet doğru bir tespitte bulunmuş. nerenizle okuyosunuz amk. (bkz:gitar tanzim satış) iyice şirazesi kaydı bu memleketin.ayrıca (bkz:ilber ortaylı'nın binali yıldırım'a desteği.)edit: başlık doğru yere taşınınca bir anlam kazandı girdim. (bkz:lassie bize bir şey anlatmaya çalışıyor) suser burada mazhar alanson’un ‘eskiden gitar bulamazdık şimdi her bütçeye uygun gitar var’ şeklinde yapmış olduğu açıklamayla ilgili başlık açma çabasını dile getirmiş benzerlerini eski müzisyenlerden sıklıkla duyabileceğiniz yorum.cem karaca ve barış manço'nun yurt dışına giderken kırık dökük gitarları yanlarında çıkarıp oradan aldıkları yeni gitarları yerine getirdikleri hikayeleri de vardır. evet, eskiden bazı şeyler bulunmuyordu memlekette, şimdi her şey ziyadesiyle mevcut, paran varsa her şeyi alabiliyorsun.mazhar bey'in yorumundaki her bütçeye uygunluk ise tüm dünyada geçerli bir durum, çin malı gitar dolu piyasa. ne kadar eskiden bahsedildiği anlaşılamayan açıklama.zira eskiden mazhar alanson da yoktu. ateş yoktu ateş bulana kadar mağaralar soğuk yemekler çiğ yenildi hep cehape yüzünden. gene kendi kafanıza göre kırpın ve biçin daha sonra burayı ateşe verin. türk halkı okuduğunun ne olduğunu anlamıyordu değil mi? adamın konuşma amacı çeşitlilik yönünden..... önce bir karar ver mazhar,aşkına mı yazdın, kabe'ye mi yazdın o şarkiyi dediğim, son dönem mükemmel bir şekilde hükümete yanlayan dönek adam..",https://eksisozluk.com/eskiden-gitar-yoktu--5982821,26.03.2019,27.03.2019,8,eskiden gitar yoktu
54,"""şimdi her şeyin böyle ulaşılabilir olması çok güzel. eskiden gitar yoktu, şimdi her bütçeye göre gitar var. ""adam akp sayesinde ülkede bir sürü gitar oldu gibi bi şey dememiş ki gayet doğru bir tespitte bulunmuş. nerenizle okuyosunuz amk. (bkz:gitar tanzim satış) iyice şirazesi kaydı bu memleketin.ayrıca (bkz:ilber ortaylı'nın binali yıldırım'a desteği.)edit: başlık doğru yere taşınınca bir anlam kazandı girdim. (bkz:lassie bize bir şey anlatmaya çalışıyor) suser burada mazhar alanson’un ‘eskiden gitar bulamazdık şimdi her bütçeye uygun gitar var’ şeklinde yapmış olduğu açıklamayla ilgili başlık açma çabasını dile getirmiş benzerlerini eski müzisyenlerden sıklıkla duyabileceğiniz yorum.cem karaca ve barış manço'nun yurt dışına giderken kırık dökük gitarları yanlarında çıkarıp oradan aldıkları yeni gitarları yerine getirdikleri hikayeleri de vardır. evet, eskiden bazı şeyler bulunmuyordu memlekette, şimdi her şey ziyadesiyle mevcut, paran varsa her şeyi alabiliyorsun.mazhar bey'in yorumundaki her bütçeye uygunluk ise tüm dünyada geçerli bir durum, çin malı gitar dolu piyasa. ne kadar eskiden bahsedildiği anlaşılamayan açıklama.zira eskiden mazhar alanson da yoktu. ateş yoktu ateş bulana kadar mağaralar soğuk yemekler çiğ yenildi hep cehape yüzünden. gene kendi kafanıza göre kırpın ve biçin daha sonra burayı ateşe verin. türk halkı okuduğunun ne olduğunu anlamıyordu değil mi? adamın konuşma amacı çeşitlilik yönünden..... önce bir karar ver mazhar,aşkına mı yazdın, kabe'ye mi yazdın o şarkiyi dediğim, son dönem mükemmel bir şekilde hükümete yanlayan dönek adam..",https://eksisozluk.com/mazhar-alanson-eskiden-gitar-yoktu--5983084,26.03.2019,27.03.2019,8,mazhar alanson eskiden gitar
55,"şimdi gerek evde oyalanabilecek bir hobi olarak gerekse selin'e, ece'ye, melisa'ya giden bir yol olarak düşünülebilir klasik gitar.ilki daha makbûldür.profesyonel anlamda kendinizi geliştirmek istiyorsanız hele, ona hiç diyecek laf yok.neyse efenim bir şekilde gitar almak istemiş olmanız iyidir, sebeplere, vesilelere pek takılmıyorum ben, ilerleyen zamanlarda farklı kapıları açtığınızda bu sebepler yerini bir başkasına bırakabilir, yeni amaçlar edinebilirsiniz.her ne olursa olsun müzik iyidir.hakkatten iyidir yani, kandırmıyorum bak.ulan yeşil ot bile tepkisiz kalamıyor buna, nasıl da serpilip gelişiyor, bir de o müzik kaliteli olursa tadından yenmiyor...-neyse bunca lafu güzaftan sonra, güzel güzel somut tavsiyeler de vereceğiz gitar örnekleriyle beraber, sıkılmayın.bana kalırsa ekonominin izin verdiği ölçüde 400-500 tl ederinde bir gitarla başlamak en iyisi.ancak gitara yeni başlıyorsanız ve ekonomik kısıtlamalar da mevcut ise bencelimon kasasıolarak tabir edilen gitarlardan da alabilirsiniz.ancak limon kasası derken en bok püsürlerini es geçin(60-70 liraya gitar aldım diyen var?).şöyle 150-180 tl aralığında bir gitar edinmeniz tavsiye olunur.niye?çünkü eşşeğin zikinden dolayı.hayır.çünkü bundan daha ucuz kötü gitarlar gerçekten kötü oluyorlar.aşağıda ağaç türleri, cila türleri vs. den bahsedince daha iyi anlayacaksınız.neyse bu fiyat aralığında çin menşeili valencia markası öne çıkıyor.cg170, cg180 ve meblağ olarak bunların çok çok az üstünde cg190 modeli bu sınıfa dahil edilebilir.iyi de bir ses teli takılırsa verimliliği artar.bir miktar daha fazla paranız varsa eğer valencia'yı unutup, marka değeri yüksek olan ürünlerin alt seviye gitarlarına yönelebilirsiniz.fender esc80, cort ac10-ac12 gibi.içinize sinmesi açısından faydalı olabilir belki bunlar, onun dışında üstteki gitarlardan bence pek de farkları yok.-fiyat aralığını biraz daha yukarı çekerek(300-350 civarları ki yapacağınız pazarlıkla orantılı olarak bu artabilir, azalabilir) nispeten daha iyi bir gitarla da başlamayı düşünüyorsanız eğer, yamaha markasına yönelebilirsiniz.bunun sebeplerinden biri de kolay ulaşılabilir olması.mahalle marangozuna sorsanız eminim kenarda köşede bulunduruyordur birer tane.birbirine çok benzer c30m, c40 ve c70 gibi modelleri var.yamaha c30m, c40 modelinin mat olanı.yani arada sadece bir cila farkı var.c30m'de daha gür bir ses çıkıyor diyebiliriz.ancak daha kırılgan ve hassas.c70 bir üst model, ses farkı var biraz elbette ancak o fiyata değdiğini düşünmüyorum pek.c40 iyidir, c40'a yönelin.şimdi bu fiyat aralığında epey marka ve model var.sözgelimi takamine g124, valencia cg195, walden n350 falan feşmekân.bu fiyat aralığındaki çoğu ürün çin üretimli ya da endonezya üretimli, ladin ses tahtasıyla birlikte arka ve yanlarda maun kullanılarak elde ediliyor.aralarında pek fark olduğunu düşünmüyorum.gitarları deneyip içinize sinen, hoşunuza giden ürüne yönelmenizde fayda var.benim tercihim sıkı bir pazarlıkla yamaha c40 olurdu(260 tl civarlarına indirebilirsiniz 340 civarlarındayken).-gitar alırken hâliyle 2 kriter mevcut.biri ne istediğiniz, öteki ise bütçeniz.ne istediğinizi bilmiyor da olabilirsiniz, ona da değineceğim; ses, görünüş, kullanımdan bahsedeceğim biraz daha.şimdilik bütçeden yola çıkarak alternatif üretmeye devam ediyoruz.fiyat aralığı 400-600 gibi düşünelim.ki bence fena değil bu gitar diyebileceğiniz gitarlar burada başlıyor genel itibariyle.hemen örneklendirelim; valencia cg80, cort ac15, valencia cg ltd5, walden cn550, walden cn630 concorda series, ibanez g850.bu fiyat aralığıyla birlikte taşşaklı varsaydığımız gitar markalarının da başlangıç gitarlarını dahil etmiş oluyoruz seçeneklerimize.antonio sanchez s10, s20, takamine g128 belki, falan filan.bizim milletimiz fiyat/performans oranını çok sever o yüzden bunların arasından hemen neler öne çıkıyor bakıyoruz.cort ac15 güzel görünüyor ancak bulunabilirliği yok, sesini deneme fırsatınız olmaz pek.taksim tünele gidip de sorsanız, deneyemezsiniz, depodan getirtelim falan derler.valencia modellerini kadıköymoda müzikten temin edebilirsiniz diye umuyorum, tünelde de yok değildir.valencia cg80 iyidir, alınız.-ekonomik bir engel yoksa zaten gidip gözünüz kapalı bir camps alın.olmadı almansa, alhambra ya da iyi bi antonio sanchez.buraya kadar anlattıklarım kişisel tercihlerdir daha çok, seçim yine size kalıyor.kullanım rahatlığı, kullanım amacı, ses unsurları gibi etkenler önemlidir klasik gitar alımında yani ağaç türü ve cilası da. unkapanından şaşmayın.(bkz:gitar büyük boy 35 milyon) bunu öğreneyim ilerde elektroya geçerim demeyin. direk elektroya geçin. elektro çalmak klasikten daha kolaydır ve klasik gitar ile elektro arasında alaka yoktur. klasiği öğrendikten sonra baştan elektro öğrenmeye çalışırsınız sonra. akdeniz akşamları'nı çalmayın. n'olur yapmayın. sağdan soldan nothing else matters'ı çalmayı öğrenip metallica forever diye ortalıkta dolaşmayın. kafanıza balta yiyebilirsiniz. almayın. sadece klasik değil, tüm gitar alacaklara tavsiyedir: iki üç tane akor öğrenip ortalıkta gitar çalıyorum diye dolanmayın lütfen. doğru düzgün bir kursa ya da hocaya gidin, nota öğrenin, öyle çalın şu gitarı. bir de akdeniz akşamlarını duymak istemiyorum artık. (bkz:jose ramirez) (bkz:valencia cg160)** gidin sağlam bir akustik gitar alın, boktan klasik gitarlara 50-100 tl verip alacaksanız hiç almayın, hiç başlamayın para biriktirin.benim o kadar param yok belki godoş, benim gücüm ona yetiyor diyebilirsiniz, olabilir lakin o alacağınız gitarla gitardan ve müzikten soğuma olasılığınız insanın 110 yaşından sonra bir 100 sene daha yaşaması ihtimaline çok yakın.",https://eksisozluk.com/klasik-gitar-alacaklara-tavsiyeler--3193583,25.12.2011,26.03.2019,4,klasik gitar alacaklara tavsiyeler
56,"çok fazla sevdiğim solo var lakin en sevdiğim iki tanesi şunlardır efenim.canon rockthe best of timesçalma bakımından ikisi de çok zor. fakat ikisi de inanılmaz güzel sololar bence. yok mu arttıran? b.b. king - all over againhayatimda bu kadar duygu yuklu bir solo dinlemedim. gitar bastan sona resmen dinleyiciyle konusuyor. blues’u bastan kesfetmemi saglamis, elektro gitar aldirmistir. kulaklikla dinlenmesi tavsiye edilir. funkadelic - maggot brain gary moore - parisienne walkwayscalmasi da dinlemesi de inanilmazdir. tabi bu sesi yakalayabileceginiz gitariniz varsa. dinledikce hatiralari canlandirir.edit: gece gece dinlettiniz bana bu sarkiyi, pesinden attila ilhan actim dinliyorum. ayiptir be, nerden hatirlattiniz.le depart saint michelle'de oturuyorum, jardin du luxembourg'da yuruyorum. bir yandan da attila ilhan dinliyorum. ama paris'te degilim, sadece orayi dusunuyorum. allahalla bi inanamadiniz su aramaya:(bkz:gitarın konuştuğu parçalar) devlerin aşkı tek geçerim şimdilerde yine başa sarıp sarıp dinlediğimdire straits - sultans of swingyeri doldurulamayacak efsanelerden biridir pink floyd - comfortably numb4:29’da başlar her şey!edit: tekrar dinledim de sen nasıl bir insansın gilmour ben anlamadım. nasıl ve ne duygularla yazdın sen bu soloyu allahsız. öldüm yine. porcupine tree - start of something beautifulkendinizi akışa bırakın. gypsy-jose feliciano",https://eksisozluk.com/sozluk-yazarlarinin-en-sevdigi-gitar-solosu--5488976,03.11.2017,25.03.2019,26,sözlük yazarlarının en sevdiği gitar solosu
57,"bir çoğusemi hollowbodydenilen kasa tipindendir, özelliklefusionmüziğin ortaya çıkışıyla birlikte masif gövdeli elektrogitarlar da yaygın olarak caz müziğe girmiştir (örneğinal di meola,john mclaughlin,frank gambale). semi hollowbody gitarlar bombeli göğüslü olmalarından dolayı bombeli göğüslü gitarlar olarak da adlandırılabilirler. ""caz kasa"" gitarlardan beklenen iyi birsustainin yanı sıraoverdriveda gürültü yapmayan, dolgun ve derli toplu bir ses üreten manyetiklerdir, bu nedenle çoğunda paf krom-alniko kapaklı manyetikler kullanılır ve her manyetikte ayrı ses ve ton düğmeleri kullanılır.başlıca caz gitar üreticileri ve bazı önemli modeller:gibson:es 175 (jim hall, joe pass, pat metheny ve steve howe gibi müzisyenler tarafından kullanılmıştır ya da kullanılmaktadır)es 335 (alvin lee, chuck berry, larry carlton, b.b. king sayılabilir, en ünlü modellerden olup rock, pop ve funk müzikte de yaygın olarak kullanılmıştır, gövde es 175'e göre daha ince yapılıdır)liste gibson l-5, 1936 gibson super 400 vs. olarak uzatılabilir.gretsch: özellikle no 6120 sayılabilir, 1954'te geliştirilip 1955'te piyasaya sürülmüştür, chet atkins gibi gitaristlerin tercihi olup orjinalinde taklitf deliklerive de almond manyetikler bulunur.epiphone: gibson tarafından satın alınmadan önce birinci sınıf caz gitarları üretmiştir.bunların yanısıra ibanez, yamaha, hohner, rickenbacker gibi firmalar da kaliteli caz gitarları üretmektedir. bir kadın kadar güzeldir caz kasa gitar(bkz:hangisi daha güzel) şöyle güzel bir gitardır:(bkz:http://www.rocknrollvintage.com/…zz-guitar2.jpg.jpg)(bkz:http://ecx.images-amazon.com/…vpl._sl500_aa280_.jpg) (bkz:manda kasa gitar) aşık olunası gitar kasasıdır. hele ki bir de gibson marka ise tadından doyum olmaz. şirindirler, tatlıdırlar, gitara aşina iseniz de değilseniz de sizi kendilerine çekerler ve tüm bu çekicilikleri size asla bu muymuş lan bu dedirtmez. sıcaktır, kışın içilen ıhlamur gibidir sesi, hafif nezledir. sendendir bendendir, çoğu(bkz:semi hollowbody) dir. gibson bu işten çok iyi anlar. epiphone hasbel kadar iyi ve makul fiyatlıdır. gretsch keza oldukça başarılıdır. hafif crunch distortion'a tatlı yanıt verirler (zorlamaya ne hacet var di mi?). klavyesinde çoğunlukla gül ağacı, gövdesinde genelde birden fazla parça ağaç kullanılır.edit: imla rahmetli alvin lee'nin gitarından bilirim pek güzeldir.",https://eksisozluk.com/caz-kasa-gitar--547230,24.02.2003,19.03.2019,1,caz kasa gitar
58,"yanıtların büyük bir kısmı gitaristin pişkinliğinden kaynaklı, aşırı özgüven tuğlaları üstüne kurulmuş, komşuya yanıt değil ayarımı vereyim de şöyle keyfimiz yerine gelsin amaçlı, gereksiz cümle ya da cümlelerdir.eğer gerçekten amaç profesyonel anlamda gitar çalışmaksa zaten evde olmaz o iş gider bir stüdyoda ya da uygun bir yerdde adam akıllı çalışır ne komşusuyla uğraşır ne de kendisiyle uğraştırır adam olan adam kapiya dayanan komsunun, kas, kil, boy, biyik, kizarmislik orani ve cemkirdigi vakit cikan salya durumu benzeri degiskenlere tam uyum saglama egilimi icerisindeki yanittir. bir anda agizinizdan ""peki abi*"" dokuluverir, ruhunuz bile duymaz. icracının yeteneklerine göre değişkenlik gösterebilecek tepkilere verilen yanıtlardır. sen notalara basama, kötü akordunla kulak tırmala, ohooo. bak 14 numaradaki şakir beye, ne güzel çalıyor gaydasını. gecenin bi vakti amfi yerde durur bi vaziyette arkadaş gitar çalmaktadır alt komşu zili çalar,karadenizli komşu:siz benüm başumun belasımusunuz da!!arkadaş:(bkz:kusura bakmayın) (bkz:kes ağlamayı sokarım bağlamayı) şöylede olabilir;-abi itin köpeğin olim kurban olim vurma abi.. (bkz:brutal vokal) hızını alamamış komşum kendi ev sahibine şikayet etmiş adam geldi sanki sen şikayet edince ben gitarı bırakacam.ne günlere kaldık",https://eksisozluk.com/gitar-sesinden-rahatsiz-olan-komsuya-yanitlar--2247480,22.11.2009,19.03.2019,1,gitar sesinden rahatsız olan komşuya yanıtlar
59,"yavuz çetin'in mükemmel şarkısıbenimle uçmak ister misinisimli şarkısındaki mükemmel solodur. yavuz çetin'i yeni keşfettim evet. ama satılık adlı albümünü 2 gündür kaç kere dinledim bilmiyorum. en sevdiğim kısmı da bahsettiğim gitar solodur. bu albümün 2001 yılında çıkmış olması da ayrı bir olay. yani o zamanlar böyle müzik üretebilmek kolay bir şey değil tabi.https://youtu.be/qbis4cbe2_c?t=3m40s ercan ucan'in cok iyi caldigi solo:https://www.youtube.com/watch?v=zxeecymh5dmbu soloyu ilk duydugunda benim gitar hocamin (macar bir adam) agzi acik kalmisti. ülke tarihinde atılmış en iyi gitar sololarından biridir ve parçadaki tek solo değildir, sonlara doğru ayrı bir solo daha girer. taksi tutsanız başından sonuna en az 50 tl yazar.",https://eksisozluk.com/benimle-ucmak-ister-misindeki-gitar-solo--5418192,23.07.2017,17.03.2019,1,benimle uçmak ister misin'deki gitar solo
60,"öncelikle klasik gitarla başlaman gerekir diyenlerin vidanjörle kovalanması gereken tavsiyelerdir. yok öyle bir olay. hangi salak uydurduysa bunu neyse...öncelikle tarzınızı belirleyin ve o tarz/ton a uygun gitar seçerek alın.alacağınız ilk gitar aşırı lüxlü, pahalı olmasın işini yerine getirsin yeter.taklitçi olmayın, ezbere gitmeyin nota, gam öğrenin ve kulağa yüklenin.en altın tavsiye ise pratik, pratik, pratik.çok deli özetledim.şimdiden iyi şanslar dilerim. artık karı kız dünyasında eskisi gibi prim yapmıyor. farklı alternatifleri de düşünün. elime aldığım gibi öttürürüm ben bunu diye beklemeyin. kaç senedir ben hala doğru düzgün çalamıyorum. gerçi pek üstüne de düşmedim. benim için stres atmak için 20-30 dakikalık bir araç.verebileceğim en iyi tavsiye ama şu olabilir; mutlaka her an ulaşabileceğiniz yerde tutun gitarı. canınız iki tele vurmak istediğinde bile hemen alın elinize. ben genelde odamda masamda otururum, hemen yanımda gitar durur. bazen dizi izlerken bile elime alıp arkaplanda çalarım. bu her an pratik yapmaya olanak sağladığı için mutlaka gelişiminize faydası olur.",https://eksisozluk.com/gitar-calmaya-baslayacaklara-tavsiyeler--5972861,17.03.2019,17.03.2019,1,gitar çalmaya başlayacaklara tavsiyeler
61,w.a.s.p.-the idol (bkz:wherever i may roam) (bkz:one) metallica'dan olanı tabisi (bkz:you don't remember i'll never forget) (bkz:in a darkened room) (bkz:fade to black) (bkz:looking for love) -whitesnake (bkz:akrebin gözleri) (bkz:comfortably numb)(bkz:pigs three different ones) testament-throne of thornshttp://www.youtube.com/watch?v=7_h-9se64g8,https://eksisozluk.com/gitar-solosuyla-yardira-yardira-biten-parcalar--3763933,26.03.2013,16.03.2019,9,gitar solosuyla yardıra yardıra biten parçalar
62,ilk aklıma gelenler:yui - lifehttp://vimeo.com/18407520iron & wine - boy with a coinhttp://youtu.be/khw7gdj14uq staind - outsidehttp://www.youtube.com/watch?v=kc3za3jfvjg serdar öztop-sükut the cranberries - animal instinct megadeth - she wolfhttp://www.youtube.com/watch?v=9bjwoz8bzja david gilmore-wish you were herehttp://www.youtube.com/watch?v=3j8mr-gcgoi personal jesus - johnny cash natalie imbruglia - tornhttp://www.youtube.com/watch?v=vv1xwjn3njo wintersleep - weighty ghosthttp://youtu.be/q-iw0zl2li0 savatage - sleep,https://eksisozluk.com/en-iyi-akustik-gitar-sarkilari--3333773,13.04.2012,13.03.2019,5,en iyi akustik gitar şarkıları
63,"genelde perdeli olmakla birlikte perdesiz de olabilen gitar parçası sap atması olayına öncülük eden gitar parçası. evlat acısı gibi işler insanın yüreğine. şayet istediğiniz ölçülerde , elinizin rahat edebileceği bir şekilde değilse , gitarınızı çalmaktan keyif alamamanıza sebep olacak çok önemli bir eleman",https://eksisozluk.com/gitar-sapi--4010945,03.09.2013,11.03.2019,1,gitar sapı
64,"bas gitar ve bas gitar nasıl çalınır ile ilgili her şeyin öğretildiği enstrüman dersi. bas gitarın eşlik enstrümanı olduğunu göz önüne alarak,bas gitarçalmayı iyi bilen bir gitaristten alınmasında fayda görüyorum. böylece derslerde gitara ufaktan eşlik etmeye başlayarak orkestra olayına ısınırsınız.",https://eksisozluk.com/bas-gitar-dersi--5898927,06.01.2019,08.03.2019,1,bas gitar dersi
65,"elinize gitarı alıp çalmaya başladığınızda dakikalarca kilitlendiğiniz, bırakamadığınız rifflerdir. uzun süre başka bir şey çalasınız gelmez, yüzünüze bir keyif gülümsemesi yayılır, sanki konserde binlerce kişiye çalıyormuş gibi havaya bile girebilirsiniz.benim favorim:pearl jam-rearviewmirror",https://eksisozluk.com/calmasi-en-zevkli-gitar-riffleri--5963595,08.03.2019,08.03.2019,1,çalması en zevkli gitar
