,date,entry
650,04.09.2009,"gerçekten çileden çıkaran, kimi zaman sizi yanlış bile olsa başından savmak için başka yerlere yönlendiren bankadır. durumu şöyle izah edeyim. garanti bankası bonus kredi kartı kullanıyorum, kredi kartımdan memnunum, internet bankacılığı kolay, anlaşılır ve hızlı. gelelim meselemize garanti bankası kredi kartımı çıkardığımda bana limit olarak 350 lirayı uygun görmüş, eyvallah dedik öğrenciyiz ne de olsa. 2 yıl sonra eski kart iptal olunca yeni kartım geldi limiti 500 lira. yine buraya kadar da bi sorun yokmuş gibi gözüküyor. daha sonraları limiti yetmemeye başladı, faturaları vs kredi kartıyla ödeyince çıkışmıyordu, ben de başka bir kredi kartı istemediğim için limit arttırmak için başvurdum, başvurmaz olaydım. önce bankaya gittim dedim böyle böyle yetmiyor limiti arttırmak istiyorum. bıdı bıdı bi şeyler dedi internet bankacılığını arayın. iyi dedim sinirlendim çünkü internet bankacılığı şubeye gidin demişti. tekrar internet bankacılığını aradım. bıdı bıdı yok biz yapamıyoruz şubeye gidin. çileden çıkmış vaziyette şubeye gidilir, bakın siz bana böyle dediniz ama şöylemiş diye. ha öyle mi denilip kredi kartıma bakılır. bıdı bıdı limit arttırmak için maaş bilmem neyinizi getirmeniz gerek. iyi de çalışmıyorum ki ben öğrenciyim ne maaşı? ee bu üniversite kartı değil diye cevap veriyor. ne bileyim siz verdiniz başlıyoruz tartışmaya. diyo ki ek kart mı, hayır asil kendi kartım. size verilmemesi gerekiyordu bu kartın. ne bileyim lan verdiniz işte. (yorum: üni kart yıllık 10, normal bonus yıllık 35 lira ondan herhalde) daha sonra maaş olmadan arttırmayız limiti diyo. o zaman limitimi öğrenci limitine çekin, bana normal kart vermişsiniz limiti 500 lira, öğrenci kartlarının limiti 750-1000 lira, ne boktan iş bu. kem küm ediyo yapamayız felan. babanınızın maaş bilmem neyini getirin hallederiz. babam zaten kredi kartlarına karşı bi de adamdan maaş bilmem neyini mi isticem diye sinirlenip çıkıyorum. sonraları bir ev meselesinde babamın maaş bilmem neysini görüyorum, çaktırmadan alıp ona söylemeden kredi kartı işini halledeyim diyorum. bu sefer başvuru formu vs dolduruyoruz, 3 gün içinde hallederiz diyip yolluyolar. 2 gün sonra telefonum çalıyo. bıdı bıdı siz başvurdunuz babanızın bilmem neyini getirdiniz ama babanız imzalı kağıt vericek izin veriyorum diye. ulan ilkokul mu bu babam sınav kağıdına imza atar gibi. iyi de bana öyle bişe demediniz. kart benim zaten ek değil. ya bu boku hiç çıkarmayacaktınız ya da adam gibi yapacaktınız. artık iyice çileden çıktığım için ne haliniz varsa görün diyip kapatıyorum telefonu, olan güzel sinirlerime oluyor tabii, garanti bankası yılda 312132 milyar kar yapmaya devam ediyor. ha borçlarım bittikten sonra onlara artık su yok, orası ayrı."
651,09.09.2009,"kredili hesap ekstresi için ücret alan pek kıymetli bankamızdır. sevgili bankamızın 2008 yılı ...... ayı ekstre+bsmv ücreti olarak aldıkları 3,5 türk lirasını, kredili hesabımızın eksi bakiye olduğu aylar alındığını biraz önce telefon şubesi sayesinde öğrendim. hesabımı 3,6 tl olarak artı bakiye bırakıp beklemeye geçtim. bir ay sonra o 3,6 tl orda olmasın bak nasıl küsüyorum. ` :sana laflar hazırladım garanti`"
652,13.09.2009,"yıllardır içi boş olan hesabıma, 30 tl yatırdıktan 2 dakika sonra 29 ytl hesap ücreti kesen banka. pazartesi günü hesapta kalan 1 lirayı temsilen bi zarfa koyup garanti bankası genel müdürlüğüne, bunu unutmuşsunuz die bir notla birlikte yollamayı düşünüyorum."
653,13.09.2009,müşterilerden ücret kesme konusunda uzmanlaşmış ve müdanası olmayan yegane banka...
654,13.09.2009,"nedense neredeyse 1 haftadır faturalarımı internet bankacılığı ile ödeyemediğim bankadır. ""özür dileriz, lütfon sonra deneyiniz""miş. sonra mı?, ulan 1 hafta oldu be!"
655,13.09.2009,"3 senede 2 ayrı şubeden olan hesabımdan 200 ytl'den fazla 1. yarıyıl yok aylık kesim yok zart kesim yok zurt kesim ücreti adı altında kesimler yapan, öğrenci hesabı adı altında açtırdığım bu hesaplardan anlayın ki öğrencilere muamelesi iyi olmayan bankadır.  seneye tüm kredi kartlarını ve hesaplarını kapatıp ilişkimi kesmekten memnun olacağımdır. birde bunların elma hesabı diye garip bi uygulmaları var, ne kadar para çektiler, çektiler elma hasabına aktardılarda ne oldu o da tam bir muammadır."
656,14.09.2009,"""cep şubesinden tüm işlemler bedava!"" diye bir tarafını yırtarcasına kampanya yapıp, saat 16:00 dan sonra yaptığınız her eft işlemi için 4.00tl yi sessiz sedasız gömen, hizmet odaklı, uzak durulası über süper banka."
657,15.09.2009,"müşterilerini alenen aldatarak,  doktora programı derslerinde  bankacılık etiğine olumsuz örnek olarak gösterilen bir banka olmuştur kendileri. müşteri hizmetleri çalışanlarından belirli ve düzenli bir harcama limiti karşılığında 60 tl olan kredi kartı (bkz:shop&miles) aidat ücreti alınmayacağına dair garanti (!) alınmasına karşın,  aidat ücreti alınmış ve bu ücreti verdikleri söze karşın neden aldıkları sorulduğunda ""istemiyorsan kartı kullanma"" ukala tavrıyla karşılaşılmıştır. bankanın bu tavrı rekabet ve hukuk çağında  gereğinden fazla beceriksiz bir yaklaşım, bu gidişle hızla kan (müşteri) kaybedecekler."
658,16.09.2009,yaptigi muhtesem hatayla beni kambocya ellerinde parasiz birakmis bankadir kendisi. donunce hesabimiz var seninle.
659,16.09.2009,"call center ve ivr aracılığı ile beni taciz edip, kredi kartı limitinizi arttıralım diyen, ben başvurunca başvurumu geri çeviren, standartı olmayan banka.sebebi ise bireysel kredimin 1 taksidini 3 gün geç yatırmış olmam. bu devirde paralarını aldıklarına dua edeceklerine bir de dalga geçiyorlar herhalde. iş seyahatine denk gelir, dünyanın binbir türlü hali var, taksit 3 gün geç ödenir ki zaten benden faizini de istiyorsun.call centera bu şikayetimi bildirdiğimde ise telefonu kapatmak üzereyken ""beyfendi, beyfendi 1 saniyenizi alacağım, kontrol ettim siz bizim özel müşterilerimiz arasındasınız, 4 ay boyunca 7 tl'ye sigorta yapalım, başınıza bir hal gelirse borcunuzu bir karşılayalım"" demektedir.yıllardır çalıştığım, eşe dosta tavsiye ettiğim garanti bankası böyle boktan ve basit bir olaydan dolayı bitmiştir, geçmiş olsun.fare dağa küsmüştür elbette ama bir kişinin memnuniyetsizliğini binlere aktarması elbette banka itibarı açısından daha büyük bir olumsuz etki yaratmaktadır.edit: marifetmiş gibi bu adamlardan araç kredisi kullandım ve sıkıntısız kapattım, enayi gibi hala ruhsatımda garanti'ye rehinli görülüyor, onu bile kaldırtmadım bir şekilde olan güven ve rahatlığımdan. bireysel emekliliğim var, her ay benim paramı banka kullanıyor, 2038 yılına kadar da kullanmaya devam edecek.ay sonu kredi kartı borcumuzu kapatıp ilişkimizi gözden geçireceğiz."
660,16.09.2009,"enteresan işler yapabiliyorlar.bonus kartımla hesabım aynı karta tanımlı, bundan kaynaklanan bir durum olabilir, veya olmayabilir de; şimdi bi kere yıllardır bir kez bile kredi kartı borcunun ödemesini geciktirmedim, ama son iki aydır ne olduysa benden şüphelenmeye başladılar ve daha son ödeme tarihi dolmadan hesabımdaki paradan sormadan etmeden kredi kartı borcunun asgarisini tahsil ediyorlar.''nasılsa ödeyeceksin, çeksinler'' diyenler olabilir, kendileriyle muhattap olmam ama yine de ona söyleyin insana dokunuyor lan, dolandırıcı muamelesi görmek.daha önce de bir yazarın dediği gibi; başka bankalarda uygulama nasıl bilmem, ben garantiyi tanırım."
661,18.09.2009,beni hala yaban ellerde parasiz birakmaya yemin etmis banka bu yahu. ulen birsey degil 3 gunde bir turkiyeyi aramaktan imanim gevredi.
662,19.09.2009,"kendisiyle iş yapmayı kesmeye karar verdiğiniz anda bütün etik değerlerin üstüne basabilen bir bankadır. konut kredisi borcumu azalan faizler yüzünden başka bir bankaya geçirmek istememle birlikte binbir zorluk çıkarıp yıldırma politikası uygulayarak iki haftadır anamdan amdiğim sütü burnumdan getirmiş, fakat yine de emellerine ulaşamamış, üstüne tüy diker gibi hiç kullanmadığım ve özellikle vadesiz ve avans özelliği olmadan açılmasını istediğim hesabımı bana sormadan 4 ay sonra değiştirmiş, benim her ay düzenli olarak yatırdığım taksitlerin bir kısmıyla yine benim onayım olmadan fon alışverişi yaparak benden işlem ücreti karşılığı para kesip eksiye düşürmüş, faizlerle ve onayım olmadan adıma yapılan eşya sigortasıyla beraber güzel bir borca sokmuştur. itirazımı yaptım bekliyorum bakalım, el mi yaman bey mi yaman.."
663,19.09.2009,kapattığım banka hesabımın yerine bana sormadan tekrardan bir hesap açan ve bunu neden yaptıklarını sorduğumda ise öyle bir haklarının olduğunu iddia eden banka. şubeye gidip hesabı tekrardan kapatmak zorunda kalmanın siniriyle şubedeki herkese çemkirdim. kendileriyle hiçbir ilişkimin kalmadığını bilmek çok ferahlatıcı.
664,19.09.2009,"begün telefonuma gönderdikleri mesaj ile bonus kartımın hazırlandığını ve adresime gönderileceğini belirttiler. tahmin edebileceğiniz üzere bonus kart için ne bir başvuru yaptım, ne de telefonda yetkiliye böyle bir istediğim olduğundan bahsettim. hatta telefonla arayıp da kart ister misiniz diye bile sorma gereği duymadılar.şimdi ne olacak? kuvvetle muhtemel terbiyesizliği had safhaya erişmiş birkuryenetgörevlisi kapıma gelecek. kartı elime tutuşturmaya çalışacak. kabul etmeyeceğim. homurdanacak ve ısrar edecek. almam ben onu iade edin diyeceğim, dövmekten beter edecek. senaryo açık. bayram sonrasında filmi oynamaya başlayacağız kurye arkadaş ile."
665,19.09.2009,"sülük gibi yapışıp son kuruşunuza kadar almayı ilke haline getirmiş, hesabınızdan aklına estikçe saçma sapan işlemler adı altında devamlı para çeken bankadır.hatta daha da abartıp, hayat sigortası yapan, sormadan da hesabinizdan ciddi miktarda para cekendir. zaten mesele hesabınızı nasıl eritiriz. kart aidatı için aldıkları kart ücretine yeni ad koymuşlar, özel mil işletim diye. biraz araştırınca bu cıkıyor ortaya.eli sürekli cebinizde olan bankadır."
666,19.09.2009,"2 adet sms ile beni sabahın köründe uyandıran bankadır.""shop and miles kartınızı teslim alırken kimlik tespit ve teyid belgesini doldurmanız gerekmektedir"" yazmışlar. dedim herhalde yanlış gönderdiler. sonra bir tane daha geldi. shop and miles kartıma bağlı sanal kartım oluşturulmuş ve güvenle alışveriş yapabilirmişim. işte o mesajı okuyunca gerçekten uyandım. yahu ben başvuru yapmadım? başvurusuz nasıl kart çıkar anlamadım?internet şubesine girdim kart yok. müşteri hizmetlerini aradım onlar da göremedi. ""eeüüüü kart çıkacak ama daha çıkamamış o yüzden göremiyoruz"" dediler.neyse dedim uzatmayayım. şimdi telefona çıkan kızcağıza ne desem boş. o da sistemde gördüklerini bana anlatıyor. yalnız hemen kıllandı durumu anlatınca. direk verdiği ilk yanıt : eğer kullanmak istemiyorsanız geldiği zaman iptal işlemlerini yapabilirsiniz"". demekki benim gibi onlarca insan arayıp şikayet etmiş bağırmış çağırmış ve kız artık bezmiş sabahtan beri gelen şikayetlerden. o yüzden hemen iptal edebilirsiniz diyor. yazık.kurye iş adresime getirecekmiş. kartı alıp iletişim merkezini arayıp kapattıracağım. en kısa yoldan bu şekilde başımdan atarım. kurye ile film oynayacak kişilere tavsiyem kartı alıp iletişim merkezini arayarak kapattırmalarıdır.  o kurye kartı geri gönderip iadesini yapıp, banka kapatana kadar geçen sürede kart ücreti yansıyabilir ve başka canınızı sıkacak şeyler olabilir. hiç muhattap olup canınızı sıkmaya gerek yok."
667,23.09.2009,"paracard'ımı 2 haftada alamayıp gittiğimde hala basım aşamasında diyen, 1 hafta sonra gittiğimde` : bugünhala basımda olduğunu söyleyip 3: üç` haftadır elimi kolumu bağlayan banka."
668,24.09.2009,"ales sınav ücretini geçen hafta internet şubesinden ödeyebilirken ve 25 eylül son başvuru günüyken bugün internet şubesine girildiğinde ""ödeyebileceğiniz bir sınav bulunmamaktadır"" uyarısı veren garip bir sisteme sahip banka."
669,27.09.2009,"saf olana atm para girişlerinin bozuk olduğuna inandırmaya çalışan, devamlı surette şehir gözetmeksizin her yerde ""sıkışan para dolayısıyla para yatırılamamaktadır"" uyarısını aldıktan sonra akıllı adama bir başka gelmeye başlayan kurumdur. bir siz mi akıllısınız anlamadım gitti, hiçbir bankanın atm'sinde bu uyarıya rastlamıyorum bir sizinkilerde rastlıyorum ne hikmetse, bir de özellikle pazar günleri bak, nedense kredi kartı borcumu ödeyemiyorum... tuhaf hakikaten..."
670,27.09.2009,"başıma gelen bireysel bir örnekten hareketle fraud sistemlerini başarısız bulduğum banka...ekşi sözlük hatıra ormanı için kredi kartımdan ödediğim 50 lirayı ""aha dolandırıcılık bu kesin!"" diye loglayıp kredi kartımı provizyona kapattılar.oysa daha önce lösev'e kurban parası falan da göndermiştim aynı karttan (kastetmeye çalıştığım kredi kartımdan ilk bağışım değildi bu, üstelik takdir edersiniz ki kurban parası 50 liraya göre çok daha fazla. yani madem bağış yapıldı diye kartı provizyona kapatacaksınız o zaman lösev'e hem de daha fazla para gönderirken neredeydiniz?).temaya yapılan bir bağışı frauddur bu kesin diyip loglayan arkadaşlar aynı anda iki farklı şehirden yapılan harcamalara ise nedense ses çıkarmamakta...nası yani diyeceksiniz. şöyle ki, kullandığım normal kredi kartının yanı sıra garanti birgün aynı kredi kartımın pay pass'lisini gönderdi. aynı kredi kartı derken, ön yüzündeki 16 hane, şifresi,son kullanma tarihi, cvs midir o 3 haneli kod falan herşey birebir aynı. sadece yeni gelen kartta bir de pay pass özelliği var. yani elimdeki kredi kartı çiftlenmiş oldu... ben de arada bakkal çakkal alışverişini yapsın diye kartlardan birisini  babama verdim. bi yandan da tırsıyorum ama , aynı anda harcama yaparsak ""vay kartınız kopyalanmış ağbi"" diyip sorun çıkartırlar diye. ama nerde?babamlar bodruma tatile gittiğinde 15 dakka arayla ben istanbulda babam bodrumda aynı kredi kartını kullandığında bile bu hiçbir sorun olmadı.lokasyon bazlı bi fraud belirleme sistemleri olmadığını olsa da adam gibi çalışmadığını anlıyorum ben burdan.birisi bi şekilde kredi kartımı kopyalayıp türkiyenin herhangi bir yerinde kullansa bu garanti için çok sorun olmayacak demek ki. ama temaya yapılan 50 liralık bağış sorun oldu.türkiyenin herhangi bir yerinde derken sanırsam dünyanın herhangi bir yerinden yaparlarsa da pek sorun değil...geçen sene abd'ye gitmiştim, kartımı yurtdışında ilk kez kullanmış oluyordum. ve kredi kartımdan ilk kullanımlarda çok yüklü miktarlar harcamıştım. banka bi arayıp sorar ""abi sizin karttan amerikada çatır çutur gidiyolar hem de şifre mifre girmeden sadece bi imza atıp, daha önce hiç yurtdışında da kullanmamışsınız gerçekten siz misiniz"" derler sandım ama o da olmadı...kartımı tema bağışı sonrası provizyona kapatan bankamızın call center'ını arayınca ""yaptığınız son 5 günkü kredi kartı işlemlerini miktarlarıyla birlikte eksiksiz sayamazsanız kartınınızı tamamen kapatıp yenisini göndericez. sizin güvenliğiniz için"" diyen call center çalışanları ise garanti'nin ""bonusu"" olsa gerek.hiç adetim değildir günahsız call center çalışanlarına ters ters konuşmak ama kendilerine kart harcamalarımın çetelesini tutmadığımı dolayısıyla son 5 günkü tüm işlemlerimi miktarlarıyla birlikte tabii ki de sayamayacağımı,  eğer mevcut kartımı kapatılarsa da bi daha yenisini göndermeye zahmet etmemelerini çünkü o kartı almayacağımı söyleyince kartımı birden tekrar provizyona açıverdiler."
671,02.10.2009,"""hoş geldiniz""i her yerde bitişik yazıyorlar.*"
672,02.10.2009,"daha yeni tanıştım kendisiyle, bugüne kadar bir alakamız olmamıştı. maaş hesabı gereği mecbur kaldım. ilk izlenimin şudur, dandik bankadır efendim. şubeye girdim, konak şubesi, dakika bir gol bir, durumumu güvenliğe söyledim, ""kime gideyim ?"" falan diye sordum. ""şu sola geçin"" dendi. solda üç masa var, hangisi ne yapar belli değil, üç masanın ikisinde çalışan yok zaten. ayrıca numara almıyorsunuz, yani saç saça baş başa birine dalıp ""önce ben geldim"" deseniz başınız ağrımaz, öyle bir ciddiyet, öyle güzellik. beklerken başka biri geldi, gençten bir çocuk bir şeyler sordu, görevli kendisine oldukça kısa, kardeşim lafı ile biten bir cevap verdi, savdı başından. ""yuh"" dedim, ne kardeşimi yaa ne kardeşimi, ali aganın kahvesi mi burası ? velhasıl sıra geldi bana, ""ikametgah kağıdı var mı ?"" diye sordu kafayı kaldırmadan, nüfus idaresinde her yanda yazıyor bankalar, adliyeler vb. ler bu belgeyi istemeyecektir, ortak sistemi kullanacaktır diye. neyse, eve döndüm, muhtarlığa gittim, belgeyi aldım, geldim. ıvır zıvır işler, sonra beni gişeye yolladılar. gişeden de hesap açıldığını ilk kez görüyorum. görevli önümdeki ablaya yazmakla uğraşıyor, bekle bekle dur. en sonunda işlemim başladı, bu seferde bu herif bana gelmiş küçük hanım diyor. ee yuh artık ! bir kişiye özgü değil yani samimiyet ! bankanın tavrı bu, çabuk kaynaşıyor müşteriyle. neyse ben hafif tavır yaptım, mesele uzamadı. gerçi ben tavır koyunca ""doğru küçük değilsin, neredeyse otuzundasın"" dedi ama ""la havle"", dedim, belli anlamayacak. bu arada aynı banka içi internetten havale olayını sordum paralı imiş, hem işlemi ben yapıcam, hem sen benden para kazanacaksın, hem de ben kendi yaptığım işlem için para ödeyeceğim, başımın tacısın garanti. hadi bir de kart olsun maaş hesabına bağlı diye düşündüm, tamam dendi, ama ne oldu anlamadım. ekstre ve benzeri şeyler mailime gelsin dedim, kartlar gelince hallederiz dendi, ulen hesap numaram belli işte, neyse. saat beşe bir kala ışıklar söndü, kapanış alameti, benim de işim bitti, küçük hanım küçük hanım ayrıldım kardeşlerimin yanından.bir de küçük eklemem var, sabah sadece iki saatte telefonuma garantiden altı tane mesaj gelmiş olması ayrıca takdiri hakeden bir durumdur. yeni müşteriyi tabi daha önceden böyle bir tecrübem olmamış, mesaj sesini duyunca ümitleniyor insan. açıyor bakıyorsun püff, hayallerin yıkılıyor."
673,02.10.2009,"akşamın 11'inde kurtuluş şubesi atm'sinden yatırmaya çalıştığım paranın ""tümüne"" el koyan banka.neymiş çok sayıda kırışık para kullanmışım makina kitlenmiş.şimdi benden bu işlem için mesai saatleri dahilinde şubeden imza istiyorlar.benim olmayan bir hata yüzünden fazladan mesai saatimden kesip şubeye davet ediyorlar yani.ulan bari deste içindeki kırışıklar dışındakileri verseydiniz beş parasız kaldım gecenin bi yarısı.bi de atm'de yazan hata mesajı aynen şu ""paranız alıkonulmuştur"".sen kimsin ki benim paramı durduk yere alıkoyuyorsun?"
674,02.10.2009,"bi halta yaramayan banka.hayır efendim koskocaman bankasın ama müşteri memnuniyeti konusunda 0 olduktan sonra ne halta yararsın.bir atm kartını 20 gündür adresime teslim edemezsin,atm kartı olmadan internet şifresini müşterine vermezsin, çağrı merkezindeki adamlar müşterinin sorununu çözmek yerine zorlaştırmak için uğraşırlar bana prosedürden bahsederler.ben zaten o kadar akıllı olsam senin bankanla çalışmam etmişim bir mallık senin bankanla iş yapmaya başlamışım ne diye bana hala telefondan internet şifremi şubeye gidip alabileceğimi anlatıyorsun.bu mına kodumun internet şifresini ne alaka atm kartı üzerindeki numaraya bağladınız onu hiç anlamadım zaten.kardeşim siz işini doğru yapıp bir kartı vaktinde doğru adrese teslim edebilecek kalibrede adam mısınız  ki bu ikisini birbirine bağlıyorsunuz."
675,07.10.2009,"(bkz:deli dumrul'un köprüsü)internet bankacılığından kendi elcağızımla yaptığım 100 liralık eft için 4 lira komisyon alarak beni ebediyen kaybeden banka. bu zamana kadar nice gereksiz paralar aldılar benden ama şu 4 lirayla sabrımı taşırmayı başardılar sonunda.elvedadeli dumrulzihniyetiyle yönetilen banka, umarım bi daha yollarımız hiç kesişmez!"
676,13.10.2009,"money cardvermek için aylarca kafamı ütüleyen*almamakta direnince zorla ve hile ile iş yerindeki arkadaşlarıma kurye tarafından teslim ettiren, bunlar yetmezmiş gibi hadi bari kullanayım dediğimde anne kızlık soyadımı yanlış kaydettiklerinden şubeye davet eden, hah iyi geldin deyip tüketici kredisi  sokmaya çalışan, nihayetinde şubede direnip zorla iptal ettirme talebimiseve sevekabul etmek zorunda kalan ve de ardından müşteri hizmetlerini*üzerime salarak kartı iptal ettirmemeye gayret ettiren fakat küfürden önceki sabrımı duyup tamam iptal talebinizi onaylıyorum deyip telefonu yüzüme kapatan...başka sözüm yok hakim amca. tek hatam adam gibi müşteri olmam. bu banka a.ş. ibneleri ancamickyci müşteriden anlıyorlar.  evet müşteri hizmetlerindeki hanım kızım hala küfür etmiyorum..."
677,13.10.2009,an itibari ile 5 dakika içinde 7 tane avans limit reklam sms i gönderen banka.
678,13.10.2009,avans limiti olan bana da bunun reklamını yaptılar ya. bari kontrol edin öyle mesaj atın
679,14.10.2009,internet subesindeki flash kullanimi tamamen gereksiz olan banka.
680,18.10.2009,"istisnasız her pazar sabahı*bankacılık işlemlerini internet üzerinden yapabileceğimi söyleyen sms'ler gönderen banka. bana kendi kendime ""neden her pazar? neden sabah? neden hep aynı bilgileri içeren sms?"" sorularını sorduran banka. anlamadım cevap vermemi mi bekliyorlar acaba."
681,19.10.2009,yıllık %22yle kredi vermekle kalmayıp bi de bu yaptığı büyük bir kıyakmış gibi reklamını yapıyor.
682,21.10.2009,"2 aydır banka kartımı gönderemeyen muhteşem kuruluş.yeni şirket adresimi ilgili hanım kızımıza yüzyüze deklare etmiş de olsam, adresi nereden buldularsa artık, eski şirketime yollayabilmişler kartımı. eski şirketimde merhaba merhabamız bile yoktu kendileri ile halbuse.ek:eveet.. sonunda 3 yıl önce ayrıldığım ve yine hiç bir şekilde kendilerine deklare etmemiş olduğum evimin adresine gönderebilmişler kartı. bunu da 87686287 arama, ve şubeye gitgellerim sonunda alabildiğim kuryenin telefon numarası sayesinde öğrenebildim.kurduğunuz sistemin gani gani allah belasını versin derim, kaçarım fiti fiti.neymiş, aydan aya maaşı burdan eski bankamıza eft yapıp uzak duracakmışız senden, bunu da öğrenmiş olduk."
683,22.10.2009,(bkz:tc bankaları müşteri söğüşleme kataloğu /@coolblue)
684,22.10.2009,(bkz:#17074232)
685,24.10.2009,"yillar evvel [sanirimbonus kart'in ortaya ciki$ina yakin zamanlara tekabul eder] ba$lattigi reklama, pr'a, imaja abanma, $ubelerin dekorunu abartma cali$malarinin sonucunda kendini zihinlerde ""$eker gibi banka"" olarak pozisyonlandirmayi ba$armi$ ve bu $ekilde cektigi mu$terilerden bu yuklu pr'in masrafini misli misli cikarmi$tir, cikarmaktadirhaksizlik mi ediyorum diyordum ama harbiden ""sogu$lemede lider isim""mi$ garanti:http://sozluk.sourtimes.org/…me kataloğu&kw=garanti"
686,27.10.2009,"para transfer araçlarından bankaya kadar taşınan paralara, bir elinde yere doğrultulmuş, parmak tetikte silahla eşlik edilen, çoluk çocuk yürünen kaldırımdan bu şekilde geçilmesinden hiçbir sakınca görmeyen güvenlik politikasına sahiptir."
687,27.10.2009,"son birkac senedir bana uygulamadigi kredi karti yillik ucreti hedesini bu sene itibariyle yeniden uygulamaya karar veren bankadir. telefon acip sordugumda ise, ucreti iade etmek gibi bir uygulamalari olmadigini, ancak 3 ay boyunca bilmem ne kadar harcama yapmayi taahhut edersem, o ucret kadar bonus yukleyeceklerini de belirten bankadir."
688,04.11.2009,"turkcell ile aynı kategoride değerlendirilebilir. ikisi de adamı sonuna kadar sömürür ama  ikisine de talep çoktur, kalitesi ile prim yapar"
689,05.11.2009,"bütün şubelerinde, konuşanlar ve beslenme çantasını eksik getirenler şube başkanları tarafından hunharca tahtaya yazılmaktadır."
690,05.11.2009,parası olan we olmayan herkes için bir çözümü olupta adamı delirtmeyi başaran tek kurum.
691,05.11.2009,bütün şubelerinde her daim kuyruk vardır.
692,06.11.2009,"28.04.09'da yeniledikleri paracard'ımı bana halen teslim etmemiş olan banka. ""vay efendim, biz kuryeye teslim ettik, onlar teslim edememiş,"" demesinler, beni bağlamaz. ""geldik, bulamadık,"" notu, telefonla bilgilendirme, sms, e-posta vs. gibi yollarla da bana kartın teslimi konusunda ulaşmayı düşünmediler. bu tür kurumlarla ilgili izlediğim özel bir stratejim var: (bkz:çok da tın).(bkz:aktif ileti/@boshi)"
693,06.11.2009,"para kartınızı teslim almak demek en az iki ay banka şubeleri ile birbirinize girmek demektir.yaklaşık iki ay önce yeni şirketimin maaşları bu bankaya yatırmaları sebebi ile kendilerinden hesap açtırmam gerekti.bu olaydan bir ay sonra da eski şirketimin kullandığı banka olanyapı kredi'nin kartını çaldırıp iptal ettirmiştim.sonra da arayıp yeniletme gereği duymadım, nasıl olsa artık garanti ile çalışacaktık. şu çalışma lafına da uyuzum aslında ama durumu en kısa anlatan kelime bu galiba. hatta tüm otomatik ödemelerimi de buraya alacak, world card yerine bonus cardlarını kullanacaktım.bu herifler iki ayda benim kartımı gönderene kadar yapı kredi sadece çalıntı-iptal bildirim isteğim üzerine kart istemeden bir ay geçmeden yeni kartımı bana gönderdiler. hem de ellerinde eski adresim olmasına rağmen.eski şirketime giden kart için arandım, o adreste bulunamadığım için yeni adresimin ne olduğu soruldu, kısa süre sonra da kart elime geçti. ha kartı teslim eden kurye şirketi eyvallah, ama bu kartların akibetini takip etmek çok da zor olmasa gerek di mi? ki olmadığını da yapı kredi sayesinde gördük.bundan sanırım bir hafta on gün sonra da garanti kartım sonunda teşrif edebildi.üzgünüm ama, sevgili garanti, şu saatten sonra nah kullanırım o kartı ben.benden kazanacağın tek para aydan aya 2,5 tl eft parası.blackmagicuyardı, maaş hesaplarından eft ücreti almıyorlarmış meğer. ordan da çakmış adamlar ya:) sinirimden gülüyom bak.bir de sözlükte adamları var bunların her eleştiriyi kötülemeye programlı.""garantici gençlere sözlüğü fethedin çağrısı"" mı yapıldı ne?"
694,06.11.2009,finansbank'tan sonra yeni tacizci bankamızdır (bkz:finansbank tacizi). money card için aradılar biraz önce. nazikçe ilgilenmediğimi söylediğim halde başvurumu oluşturmak için annemin evlenmeden önceki soyadını istediler. tekrar ilgilenmediğimi söyleyince sebebini sordular. zorlukla telefonu kapattım. umarım bir daha aramazlar. korkuyorum sözlük.
695,10.11.2009,"geçen seneye göre, 9 aylık kârını sadece ama sadece %48 artırarak, kârını %63 oranında artıranziraat bankasının gerisinde kalmış banka. çok üzüldük.(bkz:http://www.ntvmsnbc.com/id/25019373/)"
696,12.11.2009,"ev kredisi aldığınızda, allah korusun evi aldığınız kişi de evi yine garanti bankasından kredi çekerek almışsa, adamlar hiç uğraşmıyor, uyarma bile gereği duymuyor, size krediyi ikinci derece ipotekle veriyor. öyle bir kurum kurum kurumsal banka. ha bunu nasıl mı öğreniyorsunuz? yetti kazıklandığım diyerek kredi tranferi yapmak istediğinizde yeni çalışacağınız banka söylüyor. hayır kabahat de benim oluyor. ben demeliymişim. aman efendim öteki ipoteği kaldırınız diye. ulan dersin ki her gün ev alıyorum akşam işten dönerken.kredi transferi yapmak isteyen müşteriyi yıldırıp kararından çaydırma ve kazıklamaya devam etme politikası bu olsa gerek."
697,16.11.2009,"yeni bir uygulaması başlamış. bu gün iş yoğunluğum nedeniyle babamdan, kredi kartı borcumu ödemesini rica ettim. ödenecek miktarın ana parasını söyleyip, küsüratı bankadan öğrenebileceğini söyledim. kredi kartımı verdim. akşam eve geldiğimde, bankadaki memur, kredi kartı borcumu gidip kendimin ödemem gerektiğini söylemiş :)) sanırım, ben gittiğimde de, kimlik bilgilerim istenip sonrasında ödemem kabul edilecektir."
698,16.11.2009,su aralar tvde gosterilen reklamlariylaoturmaya mi geldikhavasi yaratan banka.
699,16.11.2009,(bkz:#16461307)
